loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,total_acc,total_pymnt,application_type
10500,10500, 36 months,16.29%,370.66,D,3 years,RENT,30000,Source Verified,Charged Off,debt_consolidation,CA,8,2223.96,Individual
12000,11975, 36 months,9.91%,386.7,B,2 years,RENT,60000,Not Verified,Fully Paid,debt_consolidation,CA,21,13921.18,Individual
6000,6000, 36 months,8.90%,190.52,A,3 years,RENT,34000,Not Verified,Fully Paid,credit_card,OH,16,6858.700002,Individual
11500,11500, 36 months,15.27%,400.18,C,10+ years,MORTGAGE,44200,Verified,Fully Paid,credit_card,CA,11,13605.53078,Individual
7000,7000, 36 months,12.42%,233.91,B,7 years,MORTGAGE,82000,Not Verified,Fully Paid,debt_consolidation,MD,31,8293.148925,Individual
29500,28513.45925, 60 months,20.30%,786.51,E,6 years,MORTGAGE,83000,Source Verified,Fully Paid,debt_consolidation,NM,35,45755.22998,Individual
2000,2000, 36 months,15.27%,69.6,C,2 years,RENT,41000,Verified,Fully Paid,moving,TX,11,2520.401456,Individual
11625,11625, 36 months,13.49%,394.45,C,< 1 year,MORTGAGE,36000,Source Verified,Fully Paid,credit_card,KS,31,14199.83,Individual
15075,15075, 36 months,14.27%,517.21,C,10+ years,RENT,35000,Verified,Charged Off,debt_consolidation,TX,14,15502.77,Individual
5300,5300, 36 months,15.27%,184.43,C,1 year,RENT,30000,Verified,Fully Paid,credit_card,CT,13,6627.889998,Individual
8200,8200, 36 months,6.62%,251.77,A,< 1 year,RENT,40000,Source Verified,Fully Paid,home_improvement,PA,11,9063.720001,Individual
12000,12000, 36 months,12.42%,400.99,B,9 years,MORTGAGE,105000,Not Verified,Fully Paid,credit_card,TX,25,14435.34999,Individual
8650,8650, 36 months,14.27%,296.78,C,4 years,MORTGAGE,45000,Source Verified,Fully Paid,credit_card,FL,23,10683.73,Individual
21000,11500, 60 months,17.27%,294.98,D,10+ years,MORTGAGE,109000,Verified,Fully Paid,debt_consolidation,NJ,16,17607.96003,Individual
16000,16000, 60 months,17.27%,399.97,D,2 years,RENT,50000,Source Verified,Fully Paid,debt_consolidation,TX,16,23997.98745,Individual
12000,11975, 36 months,12.42%,400.99,B,2 years,RENT,83000,Not Verified,Fully Paid,debt_consolidation,CA,61,14435.35,Individual
9500,9500, 36 months,12.69%,318.68,B,< 1 year,MORTGAGE,52500,Source Verified,Charged Off,moving,CA,42,7010.96,Individual
7400,7400, 36 months,13.49%,251.09,C,< 1 year,OWN,25000,Source Verified,Fully Paid,debt_consolidation,AZ,13,9039.034417,Individual
14400,14400, 36 months,13.49%,488.6,C,10+ years,MORTGAGE,60000,Not Verified,Fully Paid,debt_consolidation,FL,26,15454.59422,Individual
24250,18075, 60 months,23.91%,519.76,G,7 years,MORTGAGE,120000,Verified,Fully Paid,debt_consolidation,AZ,20,22206.82132,Individual
7200,7200, 36 months,7.90%,225.29,A,3 years,RENT,68000,Source Verified,Charged Off,debt_consolidation,GA,14,7738.96,Individual
26000,25975, 60 months,16.77%,642.96,D,10+ years,MORTGAGE,53000,Verified,Charged Off,home_improvement,NC,14,9626.02,Individual
7000,6975, 60 months,11.71%,154.69,B,6 years,MORTGAGE,69600,Verified,Charged Off,credit_card,WA,23,6143.14,Individual
4000,4000, 36 months,7.51%,124.45,A,< 1 year,RENT,65000,Source Verified,Fully Paid,major_purchase,CA,24,4182.637561,Individual
1500,1500, 36 months,17.27%,53.69,D,10+ years,MORTGAGE,144000,Verified,Fully Paid,debt_consolidation,CA,14,1521.6,Individual
19600,19600, 36 months,12.42%,654.94,B,2 years,RENT,75000,Verified,Fully Paid,credit_card,NY,12,21996.45731,Individual
2500,2500, 36 months,11.71%,82.69,B,7 years,MORTGAGE,29000,Verified,Fully Paid,debt_consolidation,AZ,13,2896.888187,Individual
10000,10000, 36 months,12.69%,335.45,B,2 years,RENT,70000,Not Verified,Charged Off,credit_card,CA,6,6352.74,Individual
10000,10000, 36 months,6.62%,307.04,A,5 years,RENT,45000,Not Verified,Fully Paid,credit_card,OH,40,11053.31,Individual
4225,4225, 36 months,12.42%,141.18,B,5 years,MORTGAGE,55200,Not Verified,Fully Paid,other,WA,12,5082.460001,Individual
3500,3500, 36 months,7.90%,109.52,A,7 years,MORTGAGE,61440,Not Verified,Fully Paid,vacation,CA,19,3942.557993,Individual
12000,12000, 36 months,6.62%,368.45,A,10+ years,MORTGAGE,56000,Not Verified,Fully Paid,debt_consolidation,FL,21,13263.96,Individual
16500,16500, 36 months,8.90%,523.93,A,< 1 year,RENT,47000,Source Verified,Fully Paid,debt_consolidation,IL,24,18858.32,Individual
22000,21975, 60 months,21.67%,603.5,F,< 1 year,RENT,55000,Verified,Fully Paid,debt_consolidation,WA,27,25029.21535,Individual
12000,12000, 36 months,14.65%,413.94,C,1 year,RENT,71000,Verified,Fully Paid,credit_card,KS,38,12430.41857,Individual
15600,15600, 60 months,12.69%,352.48,B,10+ years,RENT,50000,Source Verified,Charged Off,vacation,NY,11,17152.34,Individual
10800,10800, 36 months,12.42%,360.89,B,8 years,RENT,135000,Verified,Fully Paid,credit_card,CA,23,13007.71999,Individual
14000,14000, 36 months,12.42%,467.82,B,10+ years,MORTGAGE,63000,Not Verified,Fully Paid,credit_card,GA,19,16793.82458,Individual
18825,18800, 60 months,17.58%,473.75,D,4 years,MORTGAGE,44000,Verified,Fully Paid,debt_consolidation,NY,20,28424.10406,Individual
6000,6000, 36 months,13.49%,203.59,C,5 years,MORTGAGE,50000,Not Verified,Fully Paid,debt_consolidation,NM,14,7328.920002,Individual
12000,12000, 36 months,9.91%,386.7,B,5 years,RENT,80000,Not Verified,Fully Paid,debt_consolidation,TX,21,13909.61999,Individual
10000,10000, 36 months,12.42%,334.16,B,4 years,RENT,45000,Not Verified,Fully Paid,debt_consolidation,WA,19,12029.45,Individual
8000,8000, 36 months,7.90%,250.33,A,2 years,RENT,78000,Not Verified,Fully Paid,vacation,NY,31,8847.221069,Individual
14125,14125, 36 months,9.91%,455.18,B,1 year,RENT,33000,Verified,Fully Paid,debt_consolidation,OR,20,16058.32565,Individual
14000,14000, 36 months,12.69%,469.63,B,5 years,RENT,62800,Not Verified,Fully Paid,debt_consolidation,WA,18,16902.98001,Individual
13200,8975, 60 months,17.27%,224.36,D,3 years,RENT,26400,Source Verified,Fully Paid,small_business,TX,12,10202.58059,Individual
4000,4000, 36 months,19.03%,146.69,E,10+ years,MORTGAGE,80000,Not Verified,Fully Paid,vacation,NC,56,4341.504299,Individual
4000,4000, 36 months,12.69%,134.18,B,2 years,RENT,25000,Not Verified,Charged Off,debt_consolidation,CO,13,2029.25,Individual
10500,10500, 36 months,6.03%,319.58,A,10+ years,MORTGAGE,65000,Source Verified,Fully Paid,debt_consolidation,TX,16,11504.35,Individual
5500,5500, 36 months,7.90%,172.1,A,10+ years,OWN,59000,Source Verified,Fully Paid,car,PA,23,6172.07856,Individual
7350,7350, 36 months,11.71%,243.11,B,1 year,RENT,33000,Verified,Fully Paid,debt_consolidation,CA,23,8728.625013,Individual
10000,10000, 36 months,12.42%,334.16,B,10+ years,RENT,39000,Source Verified,Charged Off,credit_card,MO,19,11604.88,Individual
12000,12000, 36 months,7.51%,373.33,A,10+ years,RENT,42000,Not Verified,Fully Paid,debt_consolidation,OH,17,13459.56667,Individual
5000,5000, 60 months,11.71%,110.5,B,5 years,MORTGAGE,38004,Not Verified,Fully Paid,home_improvement,MI,17,6534.43,Individual
8000,8000, 60 months,11.71%,176.79,B,3 years,OWN,31000,Source Verified,Fully Paid,other,OR,29,8306.628279,Individual
4500,4500, 36 months,8.90%,142.89,A,10+ years,MORTGAGE,50700,Verified,Fully Paid,other,NC,20,5051.236671,Individual
18000,17975, 36 months,12.42%,601.48,B,1 year,OWN,75000,Verified,Fully Paid,credit_card,LA,27,21634.66001,Individual
12300,12300, 60 months,13.49%,282.96,C,2 years,MORTGAGE,30000,Source Verified,Fully Paid,debt_consolidation,MT,12,16945.79999,Individual
12000,12000, 36 months,13.49%,407.17,C,6 years,RENT,40000,Not Verified,Fully Paid,debt_consolidation,GA,13,12762.81967,Individual
10000,10000, 36 months,13.49%,339.31,C,10+ years,MORTGAGE,50000,Not Verified,Fully Paid,credit_card,CA,15,12082.61063,Individual
6000,6000, 36 months,7.90%,187.75,A,7 years,MORTGAGE,80000,Not Verified,Fully Paid,other,WI,29,6633.907565,Individual
12000,12000, 36 months,12.69%,402.54,B,4 years,RENT,40000,Not Verified,Fully Paid,debt_consolidation,MD,23,14010.27472,Individual
12000,12000, 36 months,8.90%,381.04,A,7 years,RENT,80000,Not Verified,Charged Off,other,CA,16,10411.4,Individual
7000,7000, 36 months,11.71%,231.54,B,2 years,RENT,75000,Source Verified,Fully Paid,debt_consolidation,CA,17,8335.090002,Individual
35000,26800, 60 months,18.64%,690.56,E,8 years,MORTGAGE,85000,Verified,Fully Paid,debt_consolidation,IL,50,28062.23874,Individual
1400,1400, 36 months,7.90%,43.81,A,1 year,RENT,28800,Not Verified,Fully Paid,other,FL,7,1478.900477,Individual
16000,16000, 60 months,13.49%,368.08,C,10+ years,RENT,35000,Verified,Charged Off,small_business,NC,14,10351.24,Individual
3200,3200, 36 months,9.91%,103.12,B,9 years,RENT,61200,Not Verified,Fully Paid,debt_consolidation,CA,17,3711.14,Individual
8000,8000, 36 months,7.90%,250.33,A,1 year,RENT,40000,Not Verified,Fully Paid,medical,CA,11,8987.222603,Individual
11875,11875, 60 months,12.69%,268.32,B,< 1 year,RENT,25920,Source Verified,Charged Off,debt_consolidation,CA,28,1187.65,Individual
5000,5000, 36 months,6.03%,152.18,A,9 years,MORTGAGE,54000,Not Verified,Fully Paid,home_improvement,NJ,14,5411.159335,Individual
1800,1800, 36 months,6.62%,55.27,A,10+ years,RENT,18000,Not Verified,Fully Paid,small_business,MI,12,1880.260813,Individual
35000,35000, 36 months,8.90%,1111.37,A,5 years,RENT,85000,Verified,Fully Paid,debt_consolidation,IL,13,37305.86111,Individual
18000,17950, 36 months,8.90%,571.56,A,5 years,RENT,78000,Verified,Fully Paid,credit_card,NY,10,19886.52562,Individual
14000,14000, 36 months,7.90%,438.07,A,10+ years,OWN,45600,Not Verified,Charged Off,debt_consolidation,WV,10,6132.98,Individual
5000,5000, 36 months,12.42%,167.08,B,2 years,RENT,70000,Not Verified,Fully Paid,debt_consolidation,TX,26,5501.552292,Individual
8000,8000, 36 months,15.96%,281.1,C,4 years,RENT,70000,Source Verified,Fully Paid,credit_card,IL,30,9998.939479,Individual
10000,10000, 36 months,6.03%,304.36,A,9 years,MORTGAGE,80000,Not Verified,Fully Paid,debt_consolidation,MA,17,10840.60453,Individual
10000,9975, 36 months,7.51%,311.11,A,5 years,RENT,50000,Verified,Fully Paid,debt_consolidation,NJ,25,11021.30568,Individual
12000,12000, 36 months,12.42%,400.99,B,10+ years,MORTGAGE,35000,Verified,Fully Paid,debt_consolidation,CO,13,14435.35,Individual
23200,23175, 36 months,7.90%,725.94,A,3 years,MORTGAGE,65000,Verified,Fully Paid,debt_consolidation,MI,34,24554.56476,Individual
18000,17975, 60 months,15.27%,430.78,C,1 year,MORTGAGE,84000,Verified,Fully Paid,credit_card,CT,23,25846.26844,Individual
4800,4800, 36 months,15.27%,167.03,C,10+ years,MORTGAGE,75000,Not Verified,Fully Paid,debt_consolidation,WV,18,6013.039997,Individual
7300,7300, 36 months,11.71%,241.46,B,6 years,RENT,35000,Not Verified,Fully Paid,debt_consolidation,VA,17,8657.784357,Individual
10400,10400, 36 months,9.91%,335.14,B,6 years,RENT,40000,Source Verified,Fully Paid,debt_consolidation,FL,19,12024.29035,Individual
6600,6600, 36 months,9.91%,212.69,B,1 year,MORTGAGE,100000,Not Verified,Fully Paid,house,FL,30,7276.236207,Individual
12000,12000, 36 months,8.90%,381.04,A,7 years,OWN,40000,Not Verified,Fully Paid,debt_consolidation,NJ,20,13717.39,Individual
13250,13250, 36 months,17.27%,474.19,D,10+ years,RENT,52000,Verified,Fully Paid,debt_consolidation,NY,18,15655.20629,Individual
12000,12000, 36 months,11.71%,396.92,B,3 years,RENT,92500,Source Verified,Fully Paid,debt_consolidation,CA,21,14288.77,Individual
25000,25000, 36 months,9.91%,805.63,B,9 years,RENT,61000,Source Verified,Fully Paid,debt_consolidation,CA,10,29002.42,Individual
6000,6000, 36 months,10.65%,195.44,B,10+ years,RENT,36000,Not Verified,Fully Paid,other,HI,9,7035.820001,Individual
12000,12000, 36 months,7.51%,373.33,A,10+ years,MORTGAGE,68000,Not Verified,Fully Paid,credit_card,CA,34,12554.81702,Individual
14400,14400, 36 months,11.71%,476.3,B,1 year,RENT,80000,Not Verified,Fully Paid,credit_card,CA,16,15544.00676,Individual
10000,10000, 36 months,12.42%,334.16,B,10+ years,RENT,43000,Not Verified,Fully Paid,credit_card,NY,33,12029.45,Individual
8000,8000, 36 months,11.71%,264.61,B,1 year,RENT,150000,Not Verified,Fully Paid,credit_card,NY,8,9525.87,Individual
8000,8000, 36 months,16.29%,282.41,D,5 years,RENT,50000,Not Verified,Charged Off,credit_card,NV,12,4535,Individual
30000,28673.79652, 60 months,12.42%,673.72,B,3 years,RENT,70000,Source Verified,Charged Off,small_business,TX,14,17183.47,Individual
18000,18000, 60 months,16.77%,445.13,D,6 years,OWN,40000,Not Verified,Charged Off,home_improvement,CA,20,11229.37,Individual
13250,13250, 36 months,11.71%,438.26,B,2 years,OWN,35000,Not Verified,Fully Paid,credit_card,PA,21,15777.22001,Individual
14000,14000, 36 months,14.27%,480.33,C,6 years,RENT,80000,Not Verified,Fully Paid,debt_consolidation,CA,11,17291.65001,Individual
20000,19975, 60 months,20.30%,533.23,E,10+ years,OWN,59000,Verified,Charged Off,debt_consolidation,AK,32,16063.42,Individual
10000,10000, 36 months,16.29%,353.01,D,10+ years,RENT,40000,Verified,Fully Paid,credit_card,NY,18,12458.62318,Individual
35000,23200, 60 months,20.30%,619.88,E,5 years,RENT,85000,Verified,Fully Paid,debt_consolidation,NJ,24,36105.41996,Individual
4000,4000, 36 months,6.03%,121.75,A,1 year,RENT,55000,Not Verified,Fully Paid,debt_consolidation,OR,18,4355.672911,Individual
13000,13000, 36 months,9.91%,418.93,B,6 years,RENT,110000,Not Verified,Fully Paid,debt_consolidation,CA,14,14960.06316,Individual
28000,28000, 36 months,12.69%,939.26,B,5 years,RENT,100000,Source Verified,Fully Paid,credit_card,WI,15,33813.15999,Individual
10000,10000, 36 months,13.49%,339.31,C,3 years,RENT,62000,Not Verified,Fully Paid,debt_consolidation,MA,20,11254.78061,Individual
20000,20000, 36 months,7.90%,625.81,A,< 1 year,RENT,45000,Verified,Fully Paid,debt_consolidation,GA,10,22528.97,Individual
18000,17950, 36 months,9.91%,580.05,B,5 years,RENT,110000,Verified,Fully Paid,debt_consolidation,FL,22,19207.36256,Individual
9000,9000, 60 months,19.91%,238,E,3 years,RENT,60000,Verified,Charged Off,credit_card,CA,30,5236,Individual
25000,24975, 60 months,18.64%,643.58,E,10+ years,RENT,61500,Verified,Charged Off,debt_consolidation,NY,25,25775.38,Individual
10000,10000, 36 months,11.71%,330.76,B,3 years,RENT,33000,Not Verified,Fully Paid,other,NY,9,11841.29287,Individual
4200,4200, 36 months,6.03%,127.83,A,3 years,RENT,61000,Not Verified,Fully Paid,credit_card,NJ,16,4601.849929,Individual
20000,19975, 60 months,15.27%,478.64,C,10+ years,OWN,78216,Verified,Charged Off,debt_consolidation,CA,21,5799.88,Individual
18000,17975, 60 months,17.27%,449.97,D,1 year,MORTGAGE,62000,Verified,Charged Off,debt_consolidation,VA,30,20808.83,Individual
24000,24000, 36 months,16.29%,847.21,D,2 years,RENT,50964,Verified,Fully Paid,debt_consolidation,GA,13,30499.52001,Individual
4475,4475, 36 months,15.27%,155.72,C,3 years,RENT,43680,Not Verified,Fully Paid,credit_card,CO,29,5605.910002,Individual
20000,19950, 60 months,14.65%,472.14,C,2 years,MORTGAGE,56000,Verified,Fully Paid,credit_card,CA,15,28327.70887,Individual
12000,12000, 36 months,12.42%,400.99,B,5 years,RENT,50700,Source Verified,Fully Paid,credit_card,NJ,18,14435.34999,Individual
18000,18000, 60 months,17.58%,452.98,D,n/a,MORTGAGE,60000,Verified,Fully Paid,debt_consolidation,AL,28,26378.55001,Individual
5000,5000, 36 months,12.42%,167.08,B,2 years,RENT,30000,Source Verified,Charged Off,debt_consolidation,SC,40,835.4,Individual
3000,3000, 36 months,6.03%,91.31,A,5 years,RENT,50000,Not Verified,Fully Paid,other,VA,15,3207.90304,Individual
25000,24975, 60 months,19.03%,648.93,E,10+ years,RENT,75000,Verified,Fully Paid,debt_consolidation,WY,13,38730.46,Individual
18000,18000, 60 months,19.03%,467.23,E,3 years,RENT,90000,Source Verified,Fully Paid,credit_card,NY,16,28033.51284,Individual
12000,12000, 36 months,9.91%,386.7,B,10+ years,RENT,55000,Not Verified,Charged Off,debt_consolidation,RI,17,5859.43,Individual
20000,20000, 36 months,15.27%,695.96,C,10+ years,MORTGAGE,50000,Verified,Fully Paid,other,MA,12,25054.29,Individual
10000,10000, 36 months,13.49%,339.31,C,3 years,RENT,84000,Verified,Fully Paid,debt_consolidation,CA,10,12159.18267,Individual
15000,15000, 36 months,12.42%,501.23,B,6 years,OWN,155000,Verified,Fully Paid,debt_consolidation,GA,41,17717.13342,Individual
12000,12000, 36 months,7.90%,375.49,A,< 1 year,MORTGAGE,62000,Source Verified,Fully Paid,debt_consolidation,MD,15,13449.50075,Individual
20000,13041.47044, 60 months,10.65%,290.64,B,2 years,MORTGAGE,175000,Verified,Fully Paid,debt_consolidation,TX,39,17437.81744,Individual
6300,6300, 36 months,11.71%,208.38,B,2 years,RENT,30000,Not Verified,Fully Paid,credit_card,NY,11,7501.630002,Individual
20000,18626.34674, 60 months,16.77%,494.59,D,7 years,RENT,50000,Verified,Fully Paid,credit_card,IL,22,29674.60686,Individual
35000,21739.74813, 60 months,17.27%,578.71,D,8 years,MORTGAGE,208000,Source Verified,Fully Paid,debt_consolidation,MD,79,26016.92242,Individual
8250,8086.748004, 60 months,15.96%,200.45,C,2 years,MORTGAGE,35004,Verified,Fully Paid,home_improvement,NY,21,10439.29849,Individual
20000,18847.37306, 60 months,12.69%,451.9,B,7 years,OWN,85000,Source Verified,Fully Paid,home_improvement,LA,31,27113.49431,Individual
10000,10000, 36 months,11.71%,330.76,B,5 years,RENT,32000,Not Verified,Charged Off,credit_card,FL,23,1962.02,Individual
24000,24000, 36 months,8.90%,762.08,A,10+ years,MORTGAGE,116400,Verified,Charged Off,car,FL,31,8653.52,Individual
14400,14400, 36 months,12.69%,483.05,B,9 years,MORTGAGE,40000,Not Verified,Fully Paid,debt_consolidation,IL,13,17389.61,Individual
6000,6000, 36 months,14.65%,206.97,C,7 years,RENT,34000,Not Verified,Fully Paid,credit_card,MD,13,7464.910002,Individual
22000,21975, 36 months,15.96%,773.03,C,5 years,MORTGAGE,73000,Verified,Fully Paid,debt_consolidation,IL,32,27828.63995,Individual
12000,12000, 36 months,11.71%,396.92,B,10+ years,RENT,57200,Source Verified,Charged Off,debt_consolidation,MA,17,3572.28,Individual
16000,16000, 36 months,16.77%,568.62,D,< 1 year,MORTGAGE,114000,Source Verified,Fully Paid,debt_consolidation,MO,34,20470.04,Individual
10000,10000, 36 months,10.65%,325.74,B,10+ years,MORTGAGE,90000,Not Verified,Fully Paid,debt_consolidation,NY,22,11726.32,Individual
16000,11368.73446, 60 months,19.03%,301.76,E,8 years,MORTGAGE,54000,Source Verified,Fully Paid,home_improvement,NC,22,17833.52997,Individual
10000,10000, 36 months,12.69%,335.45,B,2 years,RENT,35000,Source Verified,Charged Off,debt_consolidation,KY,15,7690.46,Individual
3500,3500, 36 months,13.49%,118.76,C,7 years,RENT,56000,Not Verified,Fully Paid,debt_consolidation,FL,37,3615.368378,Individual
9600,9600, 36 months,9.91%,309.36,B,5 years,RENT,35000,Not Verified,Fully Paid,debt_consolidation,NC,16,11084.44979,Individual
9875,9875, 36 months,7.90%,309,A,10+ years,MORTGAGE,40000,Source Verified,Fully Paid,debt_consolidation,NY,16,11123.65,Individual
21500,15953.42639, 60 months,17.58%,427.19,D,2 years,OWN,59000,Verified,Fully Paid,debt_consolidation,MO,16,19867.56312,Individual
4800,4800, 36 months,7.90%,150.2,A,6 years,RENT,48000,Source Verified,Fully Paid,debt_consolidation,FL,13,5080.284197,Individual
7800,7800, 36 months,6.03%,237.4,A,10+ years,OWN,85000,Not Verified,Fully Paid,major_purchase,NV,12,8546.299999,Individual
20000,20000, 36 months,14.27%,686.18,C,10+ years,MORTGAGE,70000,Verified,Fully Paid,credit_card,TX,14,24002.34106,Individual
9750,9750, 36 months,7.51%,303.34,A,4 years,RENT,35000,Not Verified,Charged Off,debt_consolidation,HI,19,5156.78,Individual
18000,14773.45751, 60 months,15.96%,365.67,C,6 years,MORTGAGE,91000,Verified,Fully Paid,credit_card,VA,38,18898.54643,Individual
